rt,responses,trial_type,time_elapsed,stimulus,cities,city_images,button_pressed,response,key_press,stimulus_left,stimulus_right,cumulative_accuracy,accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,missedtrial,condition,specific_pairs,imgL_ID,imgR_ID,linedress,linedressed,image_position,unknowncity,testedstates,currentstate,otherstate,problems,smooth,distraction,strategies,easier,similar,comments
3544.4000000953674,,shortestpath_phase,1230796,../static/images/US_Cities_List/nat_carmel.png,,,,,50,../static/images/US_Cities_List/mm_newhope.png,../static/images/US_Cities_List/nat_huntsville.png,0.5588235294117647,0,,,,../static/images/US_Cities_List/mm_newhope.png,,,,,One Edge Diff,Three Edge Four Edge,,,,,,,,,,,,,,,,
null,,html-keyboard-response,1231800,<p></p>,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5091.799999952316,,shortestpath_phase,1236916,../static/images/US_Cities_List/nat_huntsville.png,,,,,50,../static/images/US_Cities_List/mm_racine.png,../static/images/US_Cities_List/mm_newhope.png,0.5428571428571428,0,,,,../static/images/US_Cities_List/mm_racine.png,,,,,Three Edge Diff,Two Edge Five Edge,,,,,,,,,,,,,,,,
null,,html-keyboard-response,1237922,<p></p>,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4068.5,,shortestpath_phase,1242019,../static/images/US_Cities_List/mm_newhope.png,,,,,50,../static/images/US_Cities_List/mm_westpalmbeach.png,../static/images/US_Cities_List/nat_leesburg.png,0.5555555555555556,1,,,,../static/images/US_Cities_List/nat_leesburg.png,,,,,Four Edge Diff,Two Edge Six Edge,,,,,,,,,,,,,,,,
null,,html-keyboard-response,1243023,<p></p>,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3956.7000000476837,,shortestpath_phase,1247005,../static/images/US_Cities_List/mm_westpalmbeach.png,,,,,49,../static/images/US_Cities_List/nat_shreveport.png,../static/images/US_Cities_List/mm_gatlinburg.png,0.5675675675675675,1,,,,../static/images/US_Cities_List/nat_shreveport.png,,,,,Three Edge Diff,Three Edge Six Edge,,,,,,,,,,,,,,,,
null,,html-keyboard-response,1248009,<p></p>,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109,,shortestpath_phase,1250143,../static/images/US_Cities_List/mm_newhope.png,,,,,50,../static/images/US_Cities_List/mm_racine.png,../static/images/US_Cities_List/nat_peoria.png,0.5526315789473685,0,,,,../static/images/US_Cities_List/mm_racine.png,,,,,Two Edge Diff,Three Edge Five Edge,,,,,,,,,,,,,,,,
null,,html-keyboard-response,1251147,<p></p>,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4318.799999952316,,shortestpath_phase,1255495,../static/images/US_Cities_List/nat_peoria.png,,,,,50,../static/images/US_Cities_List/mm_hanover.png,../static/images/US_Cities_List/nat_huntsville.png,0.5641025641025641,1,,,,../static/images/US_Cities_List/nat_huntsville.png,,,,,Three Edge Diff,Three Edge Six Edge,,,,,,,,,,,,,,,,
